essay_id,essay_set,score,rank,rank_group
7445,3,-1.040540664394037,0.32734646581691773,1
9994,4,-0.458865620643198,0.4105025409373235,2
9068,4,-0.458865620643198,0.21682665160926032,1
13125,5,-0.4211530854582802,0.44321329639889195,2
7415,3,1.4129746180432716,0.9542294322132098,4
6491,3,1.4129746180432716,0.8296639629200464,4
9169,4,-1.5225449585477806,0.026538678712591756,0
1674,1,-0.3433868537750332,0.5255187885586091,2
12874,5,0.6089029026883289,0.7202216066481995,3
18643,7,-0.23170754846483832,0.367112810707457,1
15790,6,1.3187305699977454,0.9077777777777778,4
11901,5,0.6089029026883289,0.5590027700831025,2
1212,1,0.306569367329947,0.6685361749859787,3
19013,7,-0.013621679513829614,0.48119821542383684,2
1773,1,-0.3433868537750332,0.5462703309029725,2
20959,8,1.3991119007419512,0.9156293222683264,4
16540,6,0.28847231218700775,0.7761111111111111,3
4209,2,0.7541493343443002,0.8210116731517509,4
9243,4,0.6048137172613846,0.6053077357425184,3
6102,3,0.18621697682461744,0.40382387022016225,2
15053,6,0.28847231218700775,0.4066666666666667,2
15868,6,-1.772044203434468,0.07666666666666666,0
17990,7,-1.104051024268873,0.13894200127469725,0
19439,7,-0.8859651553178645,0.22052262587635438,1
19270,7,1.2948935341922225,0.8954748247291269,4
7166,3,0.18621697682461744,0.6384704519119351,3
9633,4,-0.458865620643198,0.32919254658385094,1
17889,7,-1.7583086311218992,0.03760356915232632,0
15013,6,-0.74178594562373,0.13666666666666666,0
9888,4,-0.458865620643198,0.38735177865612647,1
6526,3,-1.040540664394037,0.12746234067207415,0
11983,5,-1.4512090736048893,0.027700831024930747,0
9063,4,-0.458865620643198,0.2140033879164314,1
16137,6,0.28847231218700775,0.6766666666666666,3
12790,5,-0.4211530854582802,0.37285318559556785,1
10165,4,-0.458865620643198,0.4460756634669678,2
16396,6,-0.74178594562373,0.31222222222222223,1
9740,4,0.6048137172613846,0.6984754376058724,3
9689,4,0.6048137172613846,0.6871823828345568,3
13114,5,-0.4211530854582802,0.4409972299168975,2
15407,6,-0.74178594562373,0.19055555555555556,0
13316,5,-0.4211530854582802,0.47977839335180056,2
9951,4,-0.458865620643198,0.4031620553359684,2
9577,4,-1.5225449585477806,0.06719367588932806,0
13369,5,-0.4211530854582802,0.4925207756232687,2
9632,4,-1.5225449585477806,0.07453416149068323,0
1005,1,0.306569367329947,0.6455412226584408,3
13608,5,-0.4211530854582802,0.532409972299169,2
15054,6,-0.74178594562373,0.14333333333333334,0
11922,5,-0.4211530854582802,0.19833795013850417,0
6214,3,-1.040540664394037,0.06778679026651217,0
13480,5,0.6089029026883289,0.8232686980609418,4
21240,8,-1.9032249000299164,0.027662517289073305,0
12936,5,-0.4211530854582802,0.40277008310249307,2
18066,7,1.5129794031432313,0.9082217973231358,4
766,1,-0.3433868537750332,0.32641615255187884,1
9720,4,-0.458865620643198,0.3495200451722191,1
182,1,-0.3433868537750332,0.19742007851934942,0
15257,6,0.28847231218700775,0.4533333333333333,2
7181,3,1.4129746180432716,0.9212050984936269,4
9870,4,1.6684930551659671,0.9367588932806324,4
15664,6,1.3187305699977454,0.8911111111111111,4
12555,5,0.6089029026883289,0.6653739612188365,3
6216,3,0.18621697682461744,0.43279258400927,2
490,1,-0.3433868537750332,0.26023555804823334,1
13103,5,0.6089029026883289,0.754016620498615,3
7281,3,0.18621697682461744,0.660486674391657,3
16538,6,0.28847231218700775,0.7755555555555556,3
18570,7,1.73106527209424,0.9630337794773741,4
15325,6,-0.74178594562373,0.18166666666666667,0
36,1,0.9565255884349272,0.7392035894559731,3
4521,2,0.7541493343443002,0.8971650917176209,4
744,1,0.306569367329947,0.6180594503645541,3
291,1,1.6064818095399074,0.9231632080762759,4
18040,7,-1.5402227621708906,0.07711918419375398,0
15543,6,0.28847231218700775,0.5222222222222223,2
6529,3,0.18621697682461744,0.5040556199304751,2
6887,3,-1.040540664394037,0.20625724217844726,1
930,1,-0.3433868537750332,0.36231071228266964,1
12430,5,0.6089029026883289,0.6498614958448753,3
3607,2,0.7541493343443002,0.6725958866036688,3
11835,5,0.6089029026883289,0.5429362880886427,2
7153,3,1.4129746180432716,0.9159907300115875,4
18895,7,-0.6678792863668557,0.2536647546207776,1
7491,3,1.4129746180432716,0.9652375434530707,4
1737,1,-0.3433868537750332,0.5378575434660684,2
9289,4,-1.5225449585477806,0.03500846979107849,0
10360,4,-1.5225449585477806,0.14624505928853754,0
9296,4,-0.458865620643198,0.2682100508187465,1
6878,3,0.18621697682461744,0.5770567786790266,2
4665,2,-1.827610232706879,0.09171762090050027,0
15512,6,0.28847231218700775,0.515,2
4188,2,-0.5367304491812894,0.38632573652028906,1
21346,8,-1.0341888998267934,0.16459197786998617,0
21539,8,1.3991119007419512,0.9405255878284924,4
6495,3,0.18621697682461744,0.49304750869061414,2
6370,3,-2.267298305612691,0.005214368482039398,0
12277,5,-0.4211530854582802,0.26371191135734073,1
15849,6,-0.74178594562373,0.24388888888888888,1
7324,3,-1.040540664394037,0.30127462340672073,1
3130,2,0.7541493343443002,0.5547526403557532,2
9858,4,-0.458865620643198,0.3805759457933371,1
15602,6,0.28847231218700775,0.5405555555555556,2
9509,4,-1.5225449585477806,0.06041784302653868,0
11949,5,0.6089029026883289,0.5689750692520775,2
9394,4,-0.458865620643198,0.28740824392998304,1
1110,1,-0.3433868537750332,0.4015703869882221,2
3515,2,-0.5367304491812894,0.22790439132851584,1
6201,3,0.18621697682461744,0.4298957126303592,2
15556,6,0.28847231218700775,0.5272222222222223,2
12439,5,0.6089029026883289,0.6509695290858726,3
9173,4,-1.5225449585477806,0.02710333145115754,0
14927,6,-0.74178594562373,0.12777777777777777,0
18166,7,0.2044641894371791,0.5468451242829828,2
19541,7,-0.6678792863668557,0.2778840025493945,1
2990,2,2.04502911786989,0.9555308504724848,4
15266,6,0.28847231218700775,0.45555555555555555,2
12653,5,-0.4211530854582802,0.3429362880886427,1
3150,2,0.7541493343443002,0.5603112840466926,2
10475,4,1.6684930551659671,0.9858836815358555,4
12917,5,1.6389588908349382,0.9434903047091413,4
6846,3,-1.040540664394037,0.20162224797219003,1
15763,6,0.28847231218700775,0.5811111111111111,2
11852,5,-0.4211530854582802,0.18614958448753463,0
16545,6,0.28847231218700775,0.7783333333333333,3
9381,4,-1.5225449585477806,0.045736871823828344,0
18080,7,-1.7583086311218992,0.04397705544933078,0
650,1,0.9565255884349272,0.7997756590016826,3
1182,1,-0.9933430748800134,0.13965227145260797,0
1752,1,0.306569367329947,0.7324733595064498,3
17858,7,1.73106527209424,0.9394518801784576,4
831,1,-0.3433868537750332,0.34268087492989346,1
18042,7,-0.013621679513829614,0.41427660930529,2
21248,8,-1.555610499948667,0.04564315352697095,0
1241,1,0.306569367329947,0.6719012899607403,3
10426,4,-0.458865620643198,0.49520045172219085,2
21630,8,0.5300759005388281,0.7966804979253111,3
1042,1,-0.3433868537750332,0.38754907459338195,1
12056,5,0.6089029026883289,0.5850415512465375,2
6654,3,-1.040540664394037,0.1593279258400927,0
356,1,-0.3433868537750332,0.22938867077958497,1
16520,6,-2.8023024612452057,0.021666666666666667,0
15375,6,1.3187305699977454,0.8572222222222222,4
9891,4,-0.458865620643198,0.3890457368718238,1
6428,3,0.18621697682461744,0.4779837775202781,2
17857,7,0.4225500583881878,0.6290630975143403,3
6600,3,1.4129746180432716,0.8412514484356894,4
7121,3,0.18621697682461744,0.6297798377752027,3
982,1,-0.3433868537750332,0.3735277621985418,1
4307,2,0.7541493343443002,0.8454697053918844,4
12070,5,-0.4211530854582802,0.22770083102493074,1
4192,2,0.7541493343443002,0.8171206225680934,4
10070,4,-0.458865620643198,0.427442123094297,2
6149,3,0.18621697682461744,0.4165701042873696,2
7593,3,-1.040540664394037,0.3563151796060255,1
10201,4,0.6048137172613846,0.7820440429136082,3
12963,5,0.6089029026883289,0.7340720221606648,3
16617,6,0.28847231218700775,0.7927777777777778,3
18502,7,0.2044641894371791,0.5640535372848948,2
13164,5,-1.4512090736048893,0.14182825484764544,0
174,1,-0.3433868537750332,0.1946158160403814,0
14948,6,-0.74178594562373,0.13055555555555556,0
13266,5,-0.4211530854582802,0.46814404432132967,2
382,1,-0.9933430748800134,0.10375771172181716,0
4549,2,-0.5367304491812894,0.4663702056698166,2
7167,3,1.4129746180432716,0.9194669756662804,4
12243,5,0.6089029026883289,0.6177285318559557,3
1025,1,-0.3433868537750332,0.3830622546270331,1
9066,4,-0.458865620643198,0.21569734613212874,1
15694,6,0.28847231218700775,0.565,2
16399,6,0.28847231218700775,0.7416666666666667,3
19555,7,0.4225500583881878,0.7029955385595921,3
21615,8,-0.8603816997861687,0.22821576763485477,1
21206,8,-0.5127672997049195,0.3070539419087137,1
1333,1,-0.3433868537750332,0.44980370162647226,2
16211,6,0.28847231218700775,0.6927777777777778,3
10236,4,1.6684930551659671,0.9655561829474872,4
16534,6,-2.8023024612452057,0.02277777777777778,0
7477,3,-1.040540664394037,0.3325608342989571,1
6224,3,0.18621697682461744,0.4362688296639629,2
9202,4,-1.5225449585477806,0.028797289666854884,0
12464,5,-0.4211530854582802,0.3041551246537396,1
136,1,0.306569367329947,0.559730790802019,2
18960,7,1.73106527209424,0.9802421924792861,4
21035,8,1.3991119007419512,0.9183955739972337,4
3824,2,0.7541493343443002,0.725958866036687,3
18833,7,0.6406359273391965,0.7291268323773104,3
13279,5,0.6089029026883289,0.7867036011080333,3
10057,4,1.6684930551659671,0.9503105590062112,4
3707,2,2.04502911786989,0.9672040022234575,4
7016,3,-1.040540664394037,0.23522595596755505,1
9893,4,0.6048137172613846,0.7284020327498588,3
13035,5,0.6089029026883289,0.746814404432133,3
11864,5,-0.4211530854582802,0.18781163434903048,0
16235,6,0.28847231218700775,0.6994444444444444,3
11998,5,-1.4512090736048893,0.029362880886426593,0
18997,7,-2.1944803690239167,0.015296367112810707,0
19394,7,-0.013621679513829614,0.5130656469088591,2
9899,4,0.6048137172613846,0.7300959909655562,3
13136,5,-0.4211530854582802,0.4470914127423823,2
1046,1,0.306569367329947,0.6500280426247896,3
7556,3,0.18621697682461744,0.7166859791425261,3
6740,3,1.4129746180432716,0.8592120509849362,4
8913,4,-0.458865620643198,0.1857707509881423,0
4296,2,-0.5367304491812894,0.40967204002223456,2
8995,4,0.6048137172613846,0.5584415584415584,2
19342,7,1.73106527209424,0.9936265137029955,4
120,1,-0.3433868537750332,0.1862030286034773,0
20828,8,-1.555610499948667,0.03872752420470263,0
9771,4,0.6048137172613846,0.704686617730096,3
7237,3,-1.040540664394037,0.2850521436848204,1
9358,4,-1.5225449585477806,0.044042913608131,0
13097,5,-1.4512090736048893,0.13518005540166206,0
6338,3,0.18621697682461744,0.4548088064889919,2
15534,6,0.28847231218700775,0.52,2
12235,5,0.6089029026883289,0.6166204986149585,3
10307,4,0.6048137172613846,0.8006775832862789,4
19018,7,0.2044641894371791,0.5991077119184194,2
10158,4,1.6684930551659671,0.9599096555618295,4
15926,6,-0.74178594562373,0.25166666666666665,1
4120,2,-1.827610232706879,0.06392440244580322,0
7687,3,1.4129746180432716,0.9959443800695249,4
9666,4,-0.458865620643198,0.3365330321852061,1
12558,5,-1.4512090736048893,0.08088642659279778,0
21489,8,-2.598453700192415,0.012448132780082987,0
9268,4,-1.5225449585477806,0.03274985883681536,0
19427,7,1.2948935341922225,0.9018483110261313,4
18622,7,-1.104051024268873,0.15296367112810708,0
4583,2,-0.5367304491812894,0.4741523068371317,2
10416,4,0.6048137172613846,0.8147939017504235,4
6493,3,0.18621697682461744,0.492468134414832,2
1356,1,-0.3433868537750332,0.45765563656758274,2
13628,5,-2.4812650617514986,0.013296398891966758,0
9638,4,0.6048137172613846,0.6792772444946358,3
1462,1,-0.9933430748800134,0.1514301738642737,0
16385,6,0.28847231218700775,0.7394444444444445,3
402,1,-0.3433868537750332,0.23836231071228267,1
3615,2,0.7541493343443002,0.6759310728182324,3
15016,6,-0.74178594562373,0.13777777777777778,0
12202,5,-1.4512090736048893,0.05152354570637119,0
15452,6,-0.74178594562373,0.19777777777777777,0
151,1,-0.3433868537750332,0.18900729108244532,0
14932,6,0.28847231218700775,0.37277777777777776,1
7658,3,0.18621697682461744,0.7421784472769409,3
6793,3,-1.040540664394037,0.18713789107763615,0
1088,1,-0.3433868537750332,0.3965227145260796,1
16232,6,0.28847231218700775,0.6983333333333334,3
3637,2,0.7541493343443002,0.6820455808782657,3
18814,7,0.8587217962902052,0.7966857871255577,3
21250,8,1.2253047007013267,0.8934993084370678,4
9479,4,-0.458865620643198,0.3037831733483907,1
15391,6,-0.74178594562373,0.18888888888888888,0
10052,4,-0.458865620643198,0.42292490118577075,2
924,1,-0.3433868537750332,0.36174985978687607,1
12262,5,-0.4211530854582802,0.26038781163434904,1
1170,1,2.2564380306448877,0.9927089175546832,4
9102,4,-0.458865620643198,0.22529644268774704,1
21299,8,0.7038831005794528,0.8132780082987552,4
18005,7,0.8587217962902052,0.7641810070108349,3
14919,6,-0.74178594562373,0.1272222222222222,0
12454,5,1.6389588908349382,0.9091412742382271,4
13089,5,0.6089029026883289,0.7534626038781164,3
4032,2,-0.5367304491812894,0.3496386881600889,1
15945,6,1.3187305699977454,0.9205555555555556,4
1363,1,-0.3433868537750332,0.45933819405496357,2
521,1,-0.9933430748800134,0.11329220415030847,0
3178,2,0.7541493343443002,0.5669816564758199,2
471,1,-0.3433868537750332,0.2568704430734717,1
15148,6,-0.74178594562373,0.15666666666666668,0
360,1,-1.6432992959849935,0.038698822209758836,0
19129,7,-1.7583086311218992,0.06054811982154239,0
19385,7,-0.449793417415847,0.33588272785213513,1
12187,5,-0.4211530854582802,0.2481994459833795,1
453,1,0.306569367329947,0.5905776780706674,2
13248,5,0.6089029026883289,0.7822714681440444,3
3173,2,-0.5367304491812894,0.14952751528627015,0
8918,4,-0.458865620643198,0.18633540372670807,0
15696,6,-0.74178594562373,0.22555555555555556,1
16104,6,1.3187305699977454,0.9405555555555556,4
9419,4,0.6048137172613846,0.6357989836250706,3
3520,2,0.7541493343443002,0.6503613118399111,3
9481,4,-0.458865620643198,0.3049124788255223,1
4056,2,-0.5367304491812894,0.3574207893274041,1
1660,1,-0.3433868537750332,0.5238362310712282,2
19120,7,-0.013621679513829614,0.4888463989802422,2
627,1,-0.3433868537750332,0.2944475602916433,1
9584,4,0.6048137172613846,0.6668548842461886,3
16517,6,-2.8023024612452057,0.021111111111111112,0
6689,3,-1.040540664394037,0.1645422943221321,0
21221,8,-1.0341888998267934,0.1632088520055325,0
4316,2,-0.5367304491812894,0.415230683713174,2
747,1,-0.3433868537750332,0.3213684800897364,1
4759,2,-0.5367304491812894,0.5158421345191774,2
12063,5,-0.4211530854582802,0.2260387811634349,1
3410,2,-0.5367304491812894,0.20511395219566425,1
7472,3,0.18621697682461744,0.7004634994206257,3
4223,2,-0.5367304491812894,0.39188438021122846,1
3879,2,-3.1184900162324687,0.007782101167315175,0
9230,4,0.6048137172613846,0.6024844720496895,3
16106,6,0.28847231218700775,0.6694444444444444,3
10390,4,-0.458865620643198,0.48898927159796723,2
9046,4,-0.458865620643198,0.2111801242236025,1
4657,2,-3.1184900162324687,0.013340744858254585,0
996,1,-0.9933430748800134,0.1340437464946719,0
19192,7,1.5129794031432313,0.9305289993626513,4
12541,5,-0.4211530854582802,0.32132963988919666,1
14883,6,0.28847231218700775,0.3566666666666667,1
15006,6,0.28847231218700775,0.3933333333333333,1
7318,3,-1.040540664394037,0.29953650057937425,1
15068,6,1.3187305699977454,0.8188888888888889,4
4170,2,-0.5367304491812894,0.3818788215675375,1
12402,5,-0.4211530854582802,0.29030470914127426,1
3665,2,-0.5367304491812894,0.25903279599777657,1
8914,4,0.6048137172613846,0.5460191981931113,2
6812,3,-1.040540664394037,0.19061413673232908,0
16008,6,-0.74178594562373,0.2611111111111111,1
15336,6,1.3187305699977454,0.8538888888888889,4
4600,2,0.7541493343443002,0.914952751528627,4
178,1,-0.3433868537750332,0.1962983735277622,0
12154,5,1.6389588908349382,0.881994459833795,4
4743,2,0.7541493343443002,0.9477487493051695,4
1748,1,0.306569367329947,0.7319125070106562,3
17919,7,1.5129794031432313,0.9063097514340345,4
9140,4,-1.5225449585477806,0.024280067758328628,0
6118,3,1.4129746180432716,0.7705677867902665,3
248,1,0.306569367329947,0.5709478407178912,2
16612,6,0.28847231218700775,0.7916666666666666,3
4144,2,0.7541493343443002,0.8065591995553085,4
18840,7,-0.8859651553178645,0.20267686424474188,1
219,1,0.306569367329947,0.5664610207515424,2
3539,2,0.7541493343443002,0.6564758198999444,3
9447,4,-1.5225449585477806,0.05251270468661773,0
9856,4,1.6684930551659671,0.9356295878035008,4
1201,1,2.2564380306448877,0.9938306225462703,4
9735,4,-0.458865620643198,0.352343308865048,1
15532,6,-1.772044203434468,0.057777777777777775,0
1487,1,-0.3433868537750332,0.4806505888951206,2
15531,6,-0.74178594562373,0.20722222222222222,1
51,1,0.306569367329947,0.5524397083567022,2
12007,5,0.6089029026883289,0.5767313019390582,2
18959,7,1.076807665241214,0.8495857233906947,4
18512,7,-0.8859651553178645,0.19375398342893563,0
18306,7,-1.3221368932198818,0.10834926704907584,0
4766,2,2.04502911786989,0.9955530850472485,4
12872,5,0.6089029026883289,0.7196675900277009,3
15155,6,1.3187305699977454,0.8266666666666667,4
12339,5,0.6089029026883289,0.6349030470914128,3
15195,6,-1.772044203434468,0.041666666666666664,0
16453,6,-0.74178594562373,0.32166666666666666,1
9493,4,0.6048137172613846,0.6499153020892151,3
17915,7,-0.23170754846483832,0.3479923518164436,1
9521,4,0.6048137172613846,0.6561264822134387,3
1591,1,0.306569367329947,0.7100392596747056,3
15686,6,0.28847231218700775,0.5633333333333334,2
6939,3,0.18621697682461744,0.5938586326767091,2
15786,6,0.28847231218700775,0.5877777777777777,2
15032,6,1.3187305699977454,0.8144444444444444,4
10417,4,0.6048137172613846,0.8153585544889893,4
7302,3,1.4129746180432716,0.9380069524913094,4
19390,7,-0.6678792863668557,0.26832377310388783,1
9760,4,0.6048137172613846,0.7012987012987013,3
14878,6,-0.74178594562373,0.1238888888888889,0
15207,6,-0.74178594562373,0.165,0
16045,6,1.3187305699977454,0.9322222222222222,4
887,1,0.306569367329947,0.6337633202467751,3
16102,6,-0.74178594562373,0.26944444444444443,1
10601,4,-0.458865620643198,0.5273856578204404,2
20918,8,-1.3818032999080425,0.05532503457814661,0
3964,2,-0.5367304491812894,0.33518621456364645,1
9166,4,0.6048137172613846,0.5911914172783738,2
16622,6,0.28847231218700775,0.7938888888888889,3
21416,8,0.5300759005388281,0.7551867219917012,3
10230,4,-0.458865620643198,0.4568040654997177,2
21007,8,0.5300759005388281,0.6514522821576764,3
21366,8,0.7038831005794528,0.8160442600276625,4
589,1,-2.2932555170899738,0.019068984856982614,0
399,1,-0.3433868537750332,0.23724060572069547,1
7017,3,0.18621697682461744,0.6089223638470452,3
8969,4,0.6048137172613846,0.554488989271598,2
18563,7,-0.013621679513829614,0.4518801784576163,2
14952,6,-0.74178594562373,0.13111111111111112,0
3523,2,0.7541493343443002,0.651473040578099,3
18026,7,0.6406359273391965,0.7074569789674953,3
15586,6,-0.74178594562373,0.21444444444444444,1
9258,4,1.6684930551659671,0.8921513269339356,4
10095,4,0.6048137172613846,0.7634105025409373,3
1117,1,-0.9933430748800134,0.13853056646102074,0
8899,4,-1.5225449585477806,0.0033879164313946925,0
4741,2,-0.5367304491812894,0.5141745414118954,2
3850,2,-0.5367304491812894,0.3046136742634797,1
4241,2,0.7541493343443002,0.8287937743190662,4
12529,5,1.6389588908349382,0.9174515235457064,4
20769,8,2.2681479009450745,0.979253112033195,4
252,1,0.306569367329947,0.5726303982052721,2
6256,3,-1.040540664394037,0.0776361529548088,0
15728,6,-1.772044203434468,0.06722222222222222,0
14931,6,-0.74178594562373,0.12944444444444445,0
13409,5,1.6389588908349382,0.9844875346260388,4
9466,4,-0.458865620643198,0.30039525691699603,1
7662,3,0.18621697682461744,0.7444959443800695,3
150,1,-0.3433868537750332,0.18844643858665172,0
15318,6,1.3187305699977454,0.8494444444444444,4
7617,3,-1.040540664394037,0.3609501738122827,1
18408,7,1.73106527209424,0.9572976418100702,4
6795,3,-1.040540664394037,0.18771726535341832,0
15314,6,0.28847231218700775,0.4666666666666667,2
1639,1,0.9565255884349272,0.8996074032529445,4
201,1,0.306569367329947,0.5653393157599551,2
16342,6,-0.74178594562373,0.3016666666666667,1
17899,7,1.73106527209424,0.9413639260675589,4
7569,3,0.18621697682461744,0.7207415990730012,3
6862,3,0.18621697682461744,0.570683661645423,2
